jarvis_id,dimensionality,formula,elements,n_elements,gap_selected_eV,gap_method_selected,cutoff_wavelength_um_from_gap,cutoff_region,optb88vdw_bandgap_eV,mbj_bandgap_eV,hse_bandgap_eV,formation_energy_eV_per_atom,energy_above_hull_eV_per_atom,density_g_cm3,space_group_number,space_group_symbol,crystal_system,dielectric_x,dielectric_y,dielectric_z,dielectric_mean,avg_electron_mass_m0,avg_hole_mass_m0,bulk_modulus_GPa,shear_modulus_GPa,exfoliation_energy_meV_per_atom,max_IR_mode_cm-1,min_IR_mode_cm-1,spillage,icsd_ids,jarvis_url,source_dataset_doi,source_archive,source_type,evidence_scope,candidate_warning
JVASP-10267,3D,K5As2Au,As;Au;K,3,0.486,OptB88vdW,2.551115,SWIR (1-3 um),0.486,,,-0.53233,0.0,3.313,194,P6_3/mmc,hexagonal,5.9586,5.9586,11.0306,7.649266666666667,0.2233333333333333,0.9600000000000001,19.56,7.57,,,,0.102,40698,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-10267,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-146987,3D,BaReH9,Ba;H;Re,3,0.485,OptB88vdW,2.556375,SWIR (1-3 um),0.485,,,-0.09012,3.2745,5.562,11,P2_1/m,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-146987,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-112275,3D,La3Bi4Au3,Au;Bi;La,3,0.485,OptB88vdW,2.556375,SWIR (1-3 um),0.485,,,-0.89162,1.1746,10.802,220,I-43d,cubic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-112275,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-47738,3D,Li2CuF5,Cu;F;Li,3,0.485,OptB88vdW,2.556375,SWIR (1-3 um),0.485,,,-2.31492,0.0454,3.412,2,P-1,triclinic,14.1591,6.9804,12.7688,11.302766666666669,1.1533333333333333,1.1099999999999999,51.27,23.62,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-47738,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-142501,3D,Zr7Se8N4,N;Se;Zr,3,0.485,OptB88vdW,2.556375,SWIR (1-3 um),0.485,,,-1.37695,4.0383,5.636,1,P1,triclinic,13.9212,14.2898,14.1102,14.107066666666666,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-142501,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-60667,3D,CuTe2Cl,Cl;Cu;Te,3,0.484,TBmBJ,2.561657,SWIR (1-3 um),0.479,0.484,,-0.27708,0.3052,5.251,14,P2_1/c,monoclinic,11.684,14.7463,13.2112,13.213833333333334,0.7566666666666667,1.22,21.97,12.28,,,,0.23,641,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-60667,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-141151,3D,LiCoPO4,Co;Li;O;P,4,0.484,OptB88vdW,2.561657,SWIR (1-3 um),0.484,,,-1.96617,2.4241,3.27,19,P2_12_12_1,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-141151,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-140549,3D,LiCoPO4,Co;Li;O;P,4,0.484,OptB88vdW,2.561657,SWIR (1-3 um),0.484,,,-1.96621,2.4241,3.27,19,P2_12_12_1,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-140549,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-28646,3D,MoWSe3S,Mo;S;Se;W,4,0.484,OptB88vdW,2.561657,SWIR (1-3 um),0.484,,,-0.65072,3.5943,5.544,156,P3m1,trigonal,12.4817,12.4817,7.7858,10.916400000000001,,,3.98,1.74,,0.05,0.0,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-28646,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-29160,3D,MoWSe3S,Mo;S;Se;W,4,0.484,OptB88vdW,2.561657,SWIR (1-3 um),0.484,,,-0.6654,3.5919,5.64,156,P3m1,trigonal,12.6598,12.6599,7.9741,11.097933333333335,,,6.92,2.89,,0.05,0.0,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-29160,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-90191,3D,Rb2MnCl4O2,Cl;Mn;O;Rb,4,0.484,TBmBJ,2.561657,SWIR (1-3 um),0.574,0.484,,-1.38065,0.8439,3.071,2,P-1,triclinic,11.0363,17.1749,12.4617,13.557633333333333,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-90191,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-25817,3D,RuClO2F6,Cl;F;O;Ru,4,0.484,TBmBJ,2.561657,SWIR (1-3 um),0.0,0.484,,-1.12902,0.909,3.333,13,P2/c,monoclinic,15.0895,39.8853,13.7986,22.92446666666667,0.0,0.0,17.5,9.58,,,,,63686,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-25817,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-10353,3D,V2ZnO5,O;V;Zn,3,0.484,OptB88vdW,2.561657,SWIR (1-3 um),0.484,,,-2.22377,2.5155,3.938,63,Cmcm,orthorhombic,21.8594,29.9571,33.4567,28.424400000000002,1.84,1.9533333333333334,108.43,29.14,,,,0.002,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-10353,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-163236,3D,Zr3Ni3Sb4,Ni;Sb;Zr,3,0.484,OptB88vdW,2.561657,SWIR (1-3 um),0.484,,,-0.65637,2.6288,8.17,220,I-43d,cubic,,,,,,,,,,,,,87995,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-163236,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-146310,3D,Bi6Te10Pb,Bi;Pb;Te,3,0.483,OptB88vdW,2.566961,SWIR (1-3 um),0.483,,,-0.26568,1.0733,7.521,166,R-3m,trigonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-146310,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-112591,3D,Ho2MnNiO6,Ho;Mn;Ni;O,4,0.483,OptB88vdW,2.566961,SWIR (1-3 um),0.483,,,-2.73201,2.4265,8.323,14,P2_1/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-112591,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-47433,3D,Li4Mn3OF11,F;Li;Mn;O,4,0.483,OptB88vdW,2.566961,SWIR (1-3 um),0.483,,,-2.6999,0.9378,3.326,1,P1,triclinic,33.2818,12.064,29.0029,24.782899999999998,1.2,1.1333333333333335,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-47433,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-1435,3D,LiAlSi,Al;Li;Si,3,0.483,TBmBJ,2.566961,SWIR (1-3 um),0.231,0.483,,-0.28686,1.536,1.951,216,F-43m,cubic,16.2004,16.2004,16.2004,16.2004,0.01,0.01,61.73,54.38,,1.89,0.25,,"413257,413258,52630,152086",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-1435,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-117447,3D,Na3NiBPO7,B;Na;Ni;O;P,5,0.483,OptB88vdW,2.566961,SWIR (1-3 um),0.483,,,-2.07092,2.0371,3.153,11,P2_1/m,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-117447,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-159084,3D,Tl2Hg3Te4,Hg;Te;Tl,3,0.483,OptB88vdW,2.566961,SWIR (1-3 um),0.483,,,-0.09343,0.0,8.376,15,C2/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-159084,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-155466,3D,TlAg2SbS4,Ag;S;Sb;Tl,4,0.483,OptB88vdW,2.566961,SWIR (1-3 um),0.483,,,-0.18773,1.1413,5.487,121,I-42m,tetragonal,7.9756,10.1197,10.12,9.4051,,,37.69,-5.53,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-155466,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-9851,3D,Ca2AlCrO5,Al;Ca;Cr;O,4,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-2.98915,1.9892,3.698,46,Ima2,orthorhombic,81.3119,88.1799,5.1042,58.19866666666667,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-9851,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-35129,3D,Ca6Ge2O,Ca;Ge;O,3,0.482,TBmBJ,2.572286,SWIR (1-3 um),0.302,0.482,,-1.13649,0.058,3.069,225,Fm-3m,cubic,24.4598,24.4598,24.4598,24.4598,0.03,0.03,45.23,39.62,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-35129,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-12601,3D,CuH2SO5,Cu;H;O;S,4,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-1.09545,2.332,3.297,2,P-1,triclinic,22.0498,6.2839,11.8441,13.3926,,,48.24,21.31,,,,,"68184,166101",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-12601,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-133096,3D,FeTeO3F,F;Fe;O;Te,4,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-1.4628,1.8688,5.205,14,P2_1/c,monoclinic,5.9588,6.7116,7.706,6.792133333333333,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-133096,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-141779,3D,HfCrAgS4,Ag;Cr;Hf;S,4,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-1.01054,2.7201,5.483,3,P2,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-141779,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-97579,3D,Hg3AsO4,As;Hg;O,3,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-0.65579,0.9221,8.653,14,P2_1/c,monoclinic,,,,,,,,,,,,,"2604,413886",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-97579,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-42446,3D,Li2FeF4,F;Fe;Li,3,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-2.61047,0.3166,3.126,8,Cm,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-42446,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-48166,3D,LiMn5O3F5,F;Li;Mn;O,4,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-2.01511,2.3608,4.019,8,Cm,monoclinic,148.9037,184.9977,184.9977,172.96636666666666,0.6166666666666667,1.68,97.7,23.4,,4.47,0.02,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-48166,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-156317,3D,Mg2CdAs2,As;Cd;Mg,3,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-0.44257,0.158,4.367,12,C2/m,monoclinic,13.6264,12.4638,15.7156,13.935266666666669,,,44.77,-11.5,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-156317,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-155453,3D,RbAg2AsO4,Ag;As;O;Rb,4,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-1.09696,1.389,5.647,121,I-42m,tetragonal,4.3297,4.5747,4.5644,4.489599999999999,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-155453,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-7833,3D,SnTe,Sn;Te,2,0.482,TBmBJ,2.572286,SWIR (1-3 um),0.107,0.482,,0.0034,0.444,4.428,216,F-43m,cubic,14.149,14.149,14.149,14.149,0.0,0.0,25.8,-6.9,,0.31,0.31,0.034,53956,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-7833,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-183641,3D,SrBeO,Be;O;Sr,3,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-0.67664,0.8642,2.5,187,P-6m2,hexagonal,15.5889,15.5889,10.4783,13.885366666666668,,,39.43,-3.66,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-183641,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-92525,3D,YbMg2Bi2,Bi;Mg;Yb,3,0.482,OptB88vdW,2.572286,SWIR (1-3 um),0.482,,,-0.60437,0.0,7.077,164,P-3m1,trigonal,20.0114,20.0114,20.7693,20.264033333333334,,,38.21,25.33,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-92525,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-78317,3D,CeSe2,Ce;Se,2,0.481,TBmBJ,2.577634,SWIR (1-3 um),0.567,0.481,,-1.27959,1.0413,3.325,42,Fmm2,orthorhombic,9.1948,9.1946,5.123,7.837466666666668,,,11.39,5.63,,0.87,0.01,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-78317,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-142741,3D,PrTeAs,As;Pr;Te,3,0.481,TBmBJ,2.577634,SWIR (1-3 um),0.31,0.481,,-1.28827,1.0267,6.774,62,Pnma,orthorhombic,20.9805,21.5114,17.2449,19.912266666666667,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-142741,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-29202,3D,TeMoSe,Mo;Se;Te,3,0.481,OptB88vdW,2.577634,SWIR (1-3 um),0.481,,,-0.40476,2.3177,5.347,156,P3m1,trigonal,,,,,,,,,,,,0.11,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-29202,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-143214,3D,Ag3Bi7S12,Ag;Bi;S,3,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-0.37136,1.6126,6.647,12,C2/m,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-143214,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-56366,3D,AgBi2Se3Cl,Ag;Bi;Cl;Se,4,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-0.45709,0.8806,7.247,11,P2_1/m,monoclinic,17.5114,17.115,16.6612,17.095866666666666,,,,,,,,0.515,412371,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-56366,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-141592,3D,Co2HgO4,Co;Hg;O,3,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-0.90656,2.2376,8.282,227,Fd-3m,cubic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-141592,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-29399,3D,CoAs4F18,As;Co;F,3,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-2.08145,0.457,3.609,14,P2_1/c,monoclinic,,,,,,,,,,,,,87614,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-29399,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-30573,3D,Cr2O5,Cr;O,2,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-1.85162,3.2606,3.398,59,Pmmn,orthorhombic,10.4435,7.8781,31.391,16.570866666666664,,,84.48,40.67,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-30573,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-10926,3D,Cr2O5,Cr;O,2,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-1.85162,3.2606,3.399,59,Pmmn,orthorhombic,10.4571,7.8888,31.4058,16.5839,0.43999999999999995,0.4466666666666666,84.36,40.79,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-10926,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-141369,3D,K3Au3Br8,Au;Br;K,3,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-0.92798,0.0496,5.155,15,C2/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-141369,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-146327,3D,Li7Mn2Co3O12,Co;Li;Mn;O,4,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-1.93184,2.6894,4.434,12,C2/m,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-146327,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-55441,3D,NaMnSi2O6,Mn;Na;O;Si,4,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-2.52452,2.6531,3.519,15,C2/c,monoclinic,25.5051,18.3489,18.2362,20.69673333333333,1.2266666666666666,1.5533333333333335,,,,,,,"62513,159538",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-55441,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-109695,3D,Pb4SeS3,Pb;S;Se,3,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-0.63876,1.0952,7.553,166,R-3m,trigonal,18.6552,18.6437,19.374,18.890966666666667,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-109695,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-161709,3D,Rb2SnTe5,Rb;Sn;Te,3,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-0.5971,0.3782,5.185,140,I4/mcm,tetragonal,,,,,,,,,,,,,40556,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-161709,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-56738,3D,Sm2MnNiO6,Mn;Ni;O;Sm,4,0.48,OptB88vdW,2.583004,SWIR (1-3 um),0.48,,,-2.66191,2.4641,7.499,14,P2_1/c,monoclinic,116.3044,102.0405,92.6797,103.67486666666666,0.6233333333333334,0.7000000000000001,,,,,,,163803,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-56738,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
